Model run by wuxiatian using Apollo 0.3.4 on R 4.4.2 for Darwin.
Please acknowledge the use of Apollo by citing Hess & Palma (2019)
  DOI 10.1016/j.jocm.2019.100170
  www.ApolloChoiceModelling.com

Model name                                  : piecewise_rangeloss_car_suv_lc_6c_1
Model description                           : LC model with 6 classes, piecewise linear range and range loss
Model run at                                : 2026-05-28 17:46:22.938038
Estimation method                           : bgw
Model diagnosis                             : Relative function convergence
Optimisation diagnosis                      : Maximum found
     hessian properties                     : Negative definite
     maximum eigenvalue                     : -0.39384
     reciprocal of condition number         : 4.86717e-06
Number of individuals                       : 2916
Number of rows in database                  : 17496
Number of modelled outcomes                 : 17496

Number of cores used                        :  6 
Model without mixing
gamma_knowledge_ev_e                            -2.9663e-04
delta_f                                            0.001091
gamma_EV_rangeanxiety_f                          -5.198e-05
gamma_risktaker_f                                5.8332e-04
gamma_hhincome_f                                  1.460e-06
gamma_ev_charge_f                                2.5729e-04
gamma_evb_environment_agree_f                    1.7911e-04
gamma_evb_function_disagree_f                   -5.0358e-04
gamma_hhveh_fuel_f                              -9.6356e-04
gamma_veh_range_f                               -1.9048e-04
gamma_suv_f                                     -8.5957e-04
                                              b_range_pw3_d
b_no_choice_a                                     -0.002790
b_mileage_a                                     -7.8951e-04
b_range_pw1_a                                    7.7903e-04
b_range_pw2_a                                    6.9259e-04
b_range_pw3_a                                      0.001769
b_loss_pw1_a                                    -2.3754e-04
b_loss_pw2_a                                      6.796e-05
b_loss_pw3_a                                     -3.670e-05
b_packreplace_a                                   7.958e-05
b_cellreplace_a                                  1.9290e-04
b_price_a                                         -0.001306
b_no_choice_b                                      0.002516
b_mileage_b                                       8.315e-05
b_range_pw1_b                                     -0.002876
b_range_pw2_b                                      0.002019
b_range_pw3_b                                     -0.004819
b_loss_pw1_b                                      5.318e-05
b_loss_pw2_b                                     -8.635e-05
b_loss_pw3_b                                     1.5920e-04
b_packreplace_b                                  -3.128e-05
b_cellreplace_b                                  2.2440e-04
b_price_b                                          0.001695
b_no_choice_c                                      0.010580
b_mileage_c                                      6.7828e-04
b_range_pw1_c                                    4.3998e-04
b_range_pw2_c                                      0.001438
b_range_pw3_c                                      0.007641
b_loss_pw1_c                                    -2.4581e-04
b_loss_pw2_c                                      5.079e-06
b_loss_pw3_c                                      5.889e-05
b_packreplace_c                                 -5.8668e-04
b_cellreplace_c                                 -5.9612e-04
b_price_c                                          0.005428
b_no_choice_d                                      0.038479
b_mileage_d                                       -0.001022
b_range_pw1_d                                      0.011110
b_range_pw2_d                                     -0.033711
b_range_pw3_d                                      0.119438
b_loss_pw1_d                                     2.4124e-04
b_loss_pw2_d                                    -4.3434e-04
b_loss_pw3_d                                     1.8726e-04
b_packreplace_d                                 -6.1973e-04
b_cellreplace_d                                   -0.001191
b_price_d                                         -0.010914
b_no_choice_e                                     -0.001664
b_mileage_e                                     -2.4090e-04
b_range_pw1_e                                   -9.6032e-04
